AAL,AAPL,ADBE,ADI,ADP,ADSK,AKAM,ALXN,AMAT,AMGN,AMZN,ATVI,AVGO,BBBY,BIDU,BIIB,CA,CELG,CERN,CMCSA,COST,CSCO,CSX,CTRP,CTSH,DISCA,DISH,DLTR,EA,EBAY,ESRX,EXPE,FAST,FB,FOX,FOXA,GILD,GOOGL,INTC,JD,KHC,LBTYA,LBTYK,LRCX,MAR,MAT,MCHP,MDLZ,MSFT,MU,MXIM,MYL,NCLH,NFLX,NTAP,NVDA,NXPI,PAYX,PCAR,PYPL,QCOM,QVCA,ROST,SBUX,SIRI,STX,SWKS,SYMC,TMUS,TRIP,TSCO,TSLA,TXN,VIAB,VOD,VRTX,WBA,WDC,WFM,XLNX,YHOO,NDX
36.34,106.54,102.42,62.87,90.32,67.49,54.56,124.97666666666667,30.19,169.15,770.6499999999999,42.0,176.05,45.93,176.46,305.85,33.92,106.03,64.69,65.87,156.985,31.58,28.07,47.89,57.395,25.63,50.24,83.605,81.44299999999998,32.055,72.21,112.22,42.92,126.3959,24.815,24.525,77.39,791.68,35.89,25.615,89.36,31.83,30.96,94.5,71.55,33.265,62.22,44.18,57.7036,16.555,41.0299,41.5836,37.25,97.55,34.74,62.9654,87.84999999999998,60.9,59.41,36.8553,63.36,21.24,62.17,56.195,4.15,33.6965,74.9,23.975,46.5,61.45,84.23999999999998,202.8,69.55,39.92,30.25,94.5202,81.3221,46.21,30.5775,53.96,43.0,4780.274
36.26,106.65,102.85,62.925,90.47,67.38,54.86,125.11000000000004,30.255,169.82499999999996,771.0,42.125,176.79249999999996,45.8,176.1201,306.25,33.895,106.06,64.78,65.89,156.64,31.59,28.065,48.54,57.565,25.645,50.47,83.53,81.68,32.105,72.0,112.0925,42.9,126.29,24.76,24.505,77.21559999999998,791.4099999999999,35.98,25.635,89.43,31.925,31.02,94.7,71.33,33.255,62.44,44.045,57.645,16.555,41.06,41.82,37.3265,97.3736,34.74,63.2,87.95,60.92,59.51,36.835,63.415,21.255,62.22,56.23,4.155,33.59,74.96,24.06,46.4925,61.19,84.15999999999998,201.87,69.68,39.835,30.22,94.4,81.34,46.12,30.515,54.24,42.92,4782.576
36.16,106.62,102.88,62.85,90.475,67.29,55.025,125.32,30.2,169.74,770.7899999999997,42.1,176.72,45.8,176.47099999999998,305.5479,33.895,105.99,65.12,66.0699,157.0,31.615,28.075,48.86,57.58,25.665,50.75,83.335,81.71,32.055,71.977,113.02,42.85,126.28,24.76,24.51,77.205,790.94,35.94,25.625,89.53,31.93,31.1,94.515,71.19,33.165,62.62,44.1,57.52,16.54,41.09,41.8199,37.11,97.59,34.715,63.355,88.01,60.88,59.39,36.765,63.44,21.225,62.28,56.32,4.15,33.5975,74.87,24.09,46.49,61.21,84.06,201.07,69.62,39.7,30.2,94.39,81.39,46.14,30.57,54.18,42.845,4782.527
36.24,106.73,102.9,63.05,90.63,67.37,55.07,125.63,30.29,170.05,770.62,42.15,177.09,45.89,176.6175,306.03,33.91,106.35,65.01000000000002,65.89,156.21,31.58,28.18,48.96,57.57,25.69,50.66,83.18,81.76,32.13,72.22,113.13,42.82,126.17,24.75,24.54,77.42,791.3999999999999,36.02,25.71,89.48,31.92,31.0,94.63,71.13,33.16,62.8,43.95,57.59,16.635,41.2,41.92,37.05,97.38,34.93,63.15,87.95,60.99,59.55,36.83,63.46,21.27,62.38,56.31,4.15,33.71,75.09,24.14,46.25,61.32,84.08,200.77,69.7,39.77,30.19,94.75,81.54,46.32,30.555,54.24,42.93,4783.394
36.61,107.47,103.98,63.38,90.45,68.36,55.64,124.99,30.29,170.05,775.82,43.06,172.83,46.41,179.6,316.6044,34.16,105.705,64.67,66.27,159.0247,31.94,28.28,48.745,58.45,25.9,51.61,83.72,83.4416,32.28,72.47,113.96,43.06,126.74,24.96,24.77,77.37,795.51,36.3,25.99,90.03200000000002,32.73,31.89,94.73,71.57,33.55,62.73,44.351000000000006,58.06,16.7401,41.415,41.1,35.7625,98.13,35.04,63.04,88.09999999999998,61.12,59.54,36.97,63.48,21.415,62.79,56.285,4.166,34.0293,75.33,24.41,46.89,61.595,84.6594,201.3167,69.97,40.28,30.71,94.07,81.98999999999998,47.29,30.965,54.65,43.57,4811.768
36.55,107.21,103.72,63.28,90.3498,68.1,55.36,124.75,30.13,169.78,773.48,43.0,173.3,46.26,178.4,315.641,34.115,105.64,64.67,66.15000000000002,158.214,31.87,28.22,48.29,58.42,25.83,51.61,83.47,83.25,32.25,72.2999,112.73,43.165,126.44,24.83,24.615,77.08,794.685,36.2,25.9,89.36,32.74,31.89,94.475,71.24,33.7,62.65,44.3,57.825,16.7,41.3,40.97,35.52,97.575,34.96,62.43,88.0,61.06,59.38,37.05,63.3,21.3133,62.6,56.23,4.18,34.13,74.97,24.31,47.14,61.3,84.64,199.61,69.88,39.98,30.94,94.6502,81.87,47.535,30.81,54.48,43.26,4799.794
36.47,106.97,103.575,63.175,90.24,67.90000000000002,55.205,124.36000000000004,30.0,169.65,773.5689999999997,42.9,172.57,46.21,178.77,313.8,34.015,105.63,64.69,66.055,157.83,31.78,28.17,48.03,58.4,25.78,51.57,83.03,83.23999999999998,32.3,72.23,112.655,43.15,126.24,24.76,24.57,77.07,794.195,36.055,25.69,89.42,32.69,31.775,94.1438,70.99,33.675,62.44,44.1943,57.6,16.640699999999995,41.15255,40.19,35.41,97.44,34.89,62.26,87.93499999999996,60.975,59.24,36.915,63.365,21.28,62.635,56.0347,4.175,33.835,74.719,24.2248,47.11,61.192,84.51,198.14,69.66,39.91,30.7958,94.98,81.82,47.13,30.79,54.37,43.28,4790.623
36.61,107.03,103.18,63.21,90.22,67.97,55.24,124.21,29.945,169.35,772.59,42.865,172.6,46.17,177.72999999999996,312.19,34.075,105.37,64.55,66.065,157.695,31.77,28.2,48.01,58.32,25.885,51.99,82.75,82.93,32.21,72.45100000000002,112.32,43.135,126.06,24.78,24.575,77.03,794.71,36.06,25.665,89.32,32.73,31.81,94.05,70.8698,33.635,62.52,44.21,57.54,16.705,41.17,40.0,35.48,97.34,34.88,62.09,87.76,60.905,59.34,36.9,63.36,21.305,62.57,56.07,4.185,33.8765,74.79,24.245,47.11,61.28,84.54999999999998,197.22,69.6,39.82,30.85,94.95,81.945,47.01,30.73,54.29,43.23,4788.0909999999985
36.465,107.34,103.27,63.05,90.31,67.92,55.36,123.86000000000004,29.92,169.365,773.51,42.75,172.94,46.07,178.1,313.34,34.07,105.44,64.61,66.02,157.56,31.75,28.19,47.95,58.34,25.82,51.81,82.86,83.29,32.235,72.5,112.1,43.205,126.49,24.74,24.53,76.87,794.76,36.005,25.62,89.25,32.8,31.8971,94.03,70.65000000000002,33.55,62.3735,44.095,57.66,16.63,41.08,39.925,35.41,97.14,34.77,62.07,87.89,61.02,59.205,36.89,63.36,21.245,62.5,56.05,4.17,33.83,74.58,24.235,47.06,61.11,84.56,196.8599,69.52,39.93,30.83,94.445,82.09999999999998,46.86,30.74,54.32,43.25,4790.915
36.56,107.71,103.65,63.12,90.4,67.99,55.39,124.1,29.95,169.57,773.24,42.74,172.97,46.175,178.07,314.3301,34.17,105.76,64.75,66.1,157.86,31.81,28.195,47.725,58.35,25.885,51.8,83.09,83.48999999999998,32.295,72.54999999999998,112.05,43.275,126.44,24.78,24.575,77.01999999999998,795.9199999999997,36.02,25.5532,89.5399,32.92,32.08,94.1397,71.01000000000002,33.65,62.505,44.245,57.72,16.646899999999995,41.16,39.995,35.495,97.25,34.81,62.3,88.01999999999998,61.09,59.15,36.985,63.32,21.25,62.72,56.18,4.175,33.835,74.62999999999998,24.28,47.2456,61.25,84.93999999999998,197.5,69.585,39.83,30.8764,95.05,82.14499999999998,46.89,30.787,54.44,43.265,4797.911
36.84,108.07,103.59,63.24,89.71,67.74,55.38,124.99,30.16,170.49,777.24,42.8299,172.41,46.38,188.08,315.56,34.12,106.11,64.805,65.705,156.035,31.85,28.175,46.25,58.58,25.47,50.62,83.18,84.33,32.45,72.79999999999998,113.68,43.3,127.56,24.42,24.22,77.89,801.35,36.29,26.75,89.18999999999998,32.7,31.78,94.4397,70.72,33.13,62.46,44.03,57.45,17.03,40.93,40.78,35.65,99.19,34.96,62.77,87.42,60.78,58.52,37.45,63.15,21.28,62.19,56.01,4.15,34.28,73.76,24.47,47.17,61.15,83.61,202.18,69.61,39.16,30.57,96.31,81.59,47.3,30.51,54.62,44.55,4812.277
36.66,107.85,103.46,62.76,89.51,67.61,55.165,124.67,30.055,170.65,780.47,42.835,172.51,46.12,187.13,312.37,34.055,106.6426,64.85,65.86,156.53,31.735,28.13,45.41,58.355,25.185,50.76,82.935,83.78,32.46,72.48,113.22,43.03,127.6998,24.48,24.27,77.6901,803.9199999999997,36.235,26.485,89.29,32.95,31.983,93.59,70.47,32.9,62.11,44.14,57.445,16.885,40.73,40.16,35.53,99.12,34.84,62.77,86.79999999999998,60.79,58.2,37.1457,62.95,21.345,61.986,55.93,4.155,33.99,72.92,24.675,46.84,60.93,82.83,200.58,69.48,39.2,30.66,95.19,81.40999999999998,47.12,30.56,54.47,44.525,4808.371
36.86,107.8756,103.62,62.77,89.62999999999998,67.74,55.72,125.76,29.85,171.56,785.061,42.905,171.31,46.11,187.39,313.38,34.01,107.08,64.71,65.95,156.921,31.76,28.16,45.805,58.34,25.05,50.63,83.42,83.9,32.6,72.56,113.68,43.08,128.9,24.545,24.275,78.135,807.39,36.39,26.51,89.43,33.05,32.09,93.385,70.53,33.07,62.05,44.19,57.48,16.965,40.7,40.69,35.52,99.55,34.95,62.67,87.025,60.98,58.33,37.19,62.99,21.42,62.49,56.0,4.18,34.11,72.51999999999998,24.66,47.14,61.33,82.89,202.98,69.40000000000002,39.3136,30.6599,95.8965,81.76,47.14,30.655,54.44,44.56,4820.51
36.82,107.9201,103.24,62.61,89.71,67.46,55.65,125.89,29.84,171.445,786.1549999999999,43.325,170.67,46.22,187.13,312.81,34.045,106.93,64.62,66.11,156.965,31.8037,28.11,45.8,58.45,24.96,50.73,83.18999999999998,83.95,32.62,72.48999999999998,113.93,42.98,129.5207,24.52,24.245,78.23999999999998,808.48,36.405,26.5,89.5,33.075,32.11,93.27,70.48,32.98,61.975,44.32,57.55,16.975,40.57,40.534,35.38,99.7774,34.88,62.9,87.11,61.08,58.235,37.2,62.94,21.48,62.42,56.125,4.17,34.05,72.421,24.81,47.08,61.78,82.79,202.62,69.365,39.42,30.66,95.72,81.635,46.97,30.745,54.175,44.63,4823.577
36.75,107.635,103.14,62.6,89.73,67.37,55.4,125.76,29.885,171.02,785.84,43.265,170.19,46.2,186.8,312.12,34.015,106.52,64.71,66.245,157.24,31.792,28.055,45.66,58.44,25.04,50.91,82.98999999999998,83.48999999999998,32.535,72.56,113.76,42.95,129.31,24.53,24.28,78.03,807.5399999999997,36.42,26.5,89.59,33.12,32.13,93.175,70.42,32.97,61.925,44.24,57.55,17.015,40.535,40.29,35.28,99.8862,34.94,62.75,87.36,60.99,58.09,37.2,62.89,21.45,62.495,56.11,4.175,34.13,72.61,24.74,47.17,61.71,82.9,201.86,69.41,39.55,30.6858,95.4,81.73,47.06,30.805,54.195,44.63,4820.239000000001
36.87,107.6,103.19,62.65,89.73999999999998,67.53,55.47,125.89,29.955,170.92,787.13,43.55,170.32,46.25,187.97,311.56,34.08,106.56,64.8,66.34,157.33,31.825,28.07,45.365,58.59,25.035,50.62,83.04,83.76999999999998,32.59,72.585,113.99,42.94,129.745,24.61,24.3,77.96,807.72,36.485,26.51,89.62999999999998,32.915,31.925,93.44,70.19,32.91,61.905,44.42,57.6,17.0,40.51,40.2087,35.26,100.15,34.93,62.82,87.65999999999998,61.06,57.89,37.205,63.045,21.41,62.46,56.0269,4.165,34.12,72.73,24.79,47.24,61.45,83.06,202.5,69.64,39.47,30.685,95.5517,81.62,46.975,30.675,54.17,44.76,4823.856
36.96,107.68,103.5,62.72,89.86,67.69,55.5,125.85,29.98,170.82,788.87,43.51,171.1,46.2,189.06,310.67,34.08,106.62,64.96,66.34,158.04,31.87,28.12,45.96,58.66,25.09,50.45,83.28,83.87,32.41,72.72,113.91,42.91,129.73,24.71,24.42,77.87999999999998,808.02,36.57,26.54,89.73999999999998,32.94,31.95,93.7,70.09,32.9,62.27,44.42,57.61,17.01,40.55,40.4,35.31,100.09,35.07,63.12,87.83,61.24,57.84,37.18,63.09,21.38,62.75,56.02,4.16,34.47,73.01,24.81,47.21,61.52,83.54999999999998,202.83,69.79,39.54,30.68,95.77,81.64,47.55,30.7,54.36,44.71,4828.183
39.04,107.65,103.43,62.105,89.78669999999998,68.12,55.07,126.0175,30.2,171.19,788.36,43.805,170.39,46.03,192.211,311.11,34.235,107.34,65.0,66.32,156.1,31.89,28.61,45.49,58.76,25.07,50.8,82.17,83.68,32.535,72.95,114.26,41.77,131.91,24.75,24.5601,78.628,808.7899999999997,36.575,26.7,89.31,33.25,32.35,94.24,70.365,32.85,60.93,43.9299,57.77,17.175,39.82,40.43,35.34,99.2323,35.415,62.545,87.59,61.27,57.6,37.86,62.945,21.39,62.96,56.36,4.175,36.235,72.835,24.845,46.79,62.6,83.50899999999999,202.05,69.7,39.63,30.48,96.05,82.67499999999998,53.94,29.11,54.03,44.72,4838.672000000001
39.32,107.43,102.82,61.81,89.72,68.13,54.63,124.87,30.085,170.7966,785.2799999999999,43.51,169.19,45.96,191.05,311.65,34.145,107.27,64.98,66.32,155.86,31.8,28.645,45.22,58.48,25.03,51.06,82.01,83.28,32.315,72.58,114.28,41.83,130.48,24.71,24.53,78.37999999999998,805.2,36.465,26.65,89.08,33.07,32.16,94.04,70.29,32.76,60.66,43.73,57.6,17.25,39.82,40.24,35.12,98.882,35.215,62.24,87.31,61.23,57.48,38.3,62.7201,21.4,62.76,56.36,4.165,36.14,72.57,24.735,46.64,62.7299,83.3305,200.88,69.535,39.72,30.3,96.1,82.765,53.45,29.25,53.9797,44.46,4824.531
39.0956,107.23,102.64,61.63,89.74350000000004,68.19,54.14,124.67,29.99,170.3566,785.08,43.46,168.69999999999996,45.99,188.9972,311.798,34.21,107.02,64.835,66.34,155.555,31.775,28.52,44.99,58.4302,24.98,50.87,81.93999999999998,83.18999999999998,32.36,72.54999999999998,114.12,42.01,130.2,24.65,24.48,78.04999999999998,804.9199999999997,36.425,26.61,89.21,32.82,31.87,93.73,70.28,32.72,60.68,43.62,57.56,17.09,39.65,40.32,34.875,98.553,35.12,61.91,87.03,61.2935,57.48,38.53,62.57,21.39,62.755,56.15,4.17,36.365,71.99,24.75,46.55,62.35,83.51,202.5,69.33,39.6436,30.231,95.44,82.5,53.35,28.99,53.87,44.235,4816.999
39.05,107.4,102.91,61.57,89.84999999999998,68.71,54.29,124.6,30.01,170.06,785.85,43.395,167.9304,46.21,189.99,311.69,34.24,106.99,64.78,66.1925,155.67600000000004,31.83,28.635,44.93,58.43,24.9508,50.71,82.21,83.155,32.425,72.61499999999998,113.74,42.09,130.29,24.63,24.465,78.04,806.29,36.43,26.67,89.39,32.82,31.88,93.74,70.51000000000002,32.7,60.72,43.63,57.595,17.085,39.65,40.39,34.96,98.82,35.315,61.97,86.90999999999998,61.36,57.465,38.49,62.56,21.45,62.76,56.365,4.17,36.53,71.99,24.825,46.635,62.26,83.48,202.54,69.34,39.67,30.2243,95.5084,82.86,53.2,29.0,53.83,44.35,4820.805
38.99,107.56,102.87,61.555,89.97,68.61,54.15,124.92,29.995,170.1575,786.38,43.36,168.5202,46.27,189.23,310.24,34.245,106.9,64.87,66.13,155.69999999999996,31.82,28.72,45.065,58.315,24.95,50.64,82.399,83.04,32.49,72.62,113.81,42.2548,130.5065,24.6,24.445,78.01999999999998,807.14,36.46,26.69,89.58,32.79,31.845,93.73,70.52,32.78,60.85,43.58,57.6,17.125,39.59,40.385,34.97,98.85100000000004,35.33,62.1375,86.61,61.61,57.43,38.505,62.465,21.45,62.9,56.3249,4.165,36.51,71.86,24.895,46.705,62.15,83.59,202.275,69.41,39.79,30.18,95.33,82.71,53.23,29.005,53.87,44.4044,4823.232
38.715,108.3352,102.88,61.45,89.92,68.43,53.96100000000001,125.0,29.99,170.27,786.2,43.42,168.85,46.42,189.82,312.255,34.235,106.935,64.90000000000002,66.285,155.63,31.77,28.775,44.955,58.27,25.03,50.79,82.53,82.62,32.5935,72.59,113.6,42.28,130.84,24.59,24.44,78.01,807.7899999999997,36.42,26.59,89.5,32.72,31.75,94.14,70.43,32.82,60.7075,43.615,57.55,17.17,39.5,40.4333,34.96,98.9089,35.44,62.29,86.62,61.505,57.49,38.535,62.415,21.49,62.99,56.45,4.175,36.515,71.85,24.855,46.715,62.17,83.61,202.11,69.435,40.4429,30.216,95.29,82.78,53.19,29.04,53.735,44.315,4829.1579999999985
38.91,106.167,102.13,61.415,89.84,68.51000000000002,53.7501,126.78,29.75,170.51,784.7999999999997,42.75,168.02900000000002,45.81,188.825,310.93,34.0252,106.58,63.83,66.29,154.69,31.57,28.62,45.1925,56.95,24.98,51.11,81.75,81.73,32.615,72.26999999999998,113.2,42.16,130.23,24.71,24.505,77.75,803.4099999999999,36.1752,26.68,89.2,32.66,31.725,93.62,70.205,32.83,60.73,43.56,57.422,16.949,39.67,40.12,34.49,99.05,35.42,61.81,86.01999999999998,61.39,57.48,38.81,62.08,21.48,62.7,55.78,4.15,36.16,71.04,24.98,46.65,61.66,70.28,197.11,69.0,39.965,30.09,95.445,84.06,53.6571,29.17,53.36,44.28,4803.348
38.7592,105.85,102.36,61.53,89.78,68.74,54.14,129.26,29.85,170.985,784.19,42.93,168.44,45.72,188.72,311.47,34.11,106.99,63.87,66.165,154.745,31.66,28.68,45.58,56.905,25.04,51.43,82.08,82.23,32.75,72.26,113.43,42.2,130.28,24.82,24.55,78.9,805.09,36.33,26.81,89.04999999999998,32.69,31.77,93.94,70.03,32.79,60.78,43.56,57.6235,17.3,39.68,40.745,34.64,99.93,35.312,62.245,86.06,61.19,57.49,38.83,62.31,20.28,62.66,55.96,4.17,36.14,71.32,25.11,46.64,61.64,70.60890000000002,199.3825,69.1,40.08,30.17,96.2,84.73999999999998,53.47,29.3,53.53,44.57,4810.9079999999985
38.68,106.06,102.27,61.51,89.585,68.91,53.87,129.85,29.89,170.89,783.1499999999999,43.19,168.38,45.8,188.225,309.73,34.0762,107.47,64.1235,66.225,154.15,31.57,28.835,45.78,56.68,25.2,51.5,82.15,82.29,32.795,72.39,113.31,42.3333,130.37,24.83,24.545,78.97,802.9199999999997,36.415,27.0078,88.79,32.8,31.815,93.93,70.11,32.705,60.79,43.68,57.465,17.51,39.73,40.65,34.645,99.65,35.15,62.44,86.64,61.19,57.495,39.13,62.39,19.955,62.675,55.755,4.19,36.22,71.37,25.04,46.63,61.74,69.92,198.73,69.0438,40.07,30.18,97.62,84.7381,53.79,29.27,53.49,44.56,4811.037
38.705,105.665,101.87,61.49,89.48999999999998,68.91,53.62,129.62,29.78,170.76,782.36,43.14,168.34,45.64,187.87,308.5,34.04,107.76,64.06,66.1,153.78,31.535,28.875,45.6639,56.36,25.15,51.33,82.0,82.18,32.725,72.33,113.435,42.38,129.97,24.77,24.51,78.90999999999998,802.51,36.3652,26.92,88.9,32.765,31.855,93.78,70.08,32.61,60.785,43.65,57.325,17.559999999999995,39.7258,40.66,34.58,99.65,35.11,62.05,86.54,61.16,57.48,38.935,62.43,20.065,62.64,55.695,4.19,36.0599,71.44,24.945,46.64,61.75,69.78,197.63,68.85,39.86,30.21,97.39,84.72,53.39,29.24,53.47,44.48,4803.328
38.85,105.405,101.81,61.41,89.43,68.68,53.49,129.495,29.8175,170.78,782.44,43.14,168.05,45.59,187.5,308.72,34.045,107.7,64.06,66.0,153.42,31.48,28.895,45.38,56.16,25.11,51.13,81.79999999999998,82.08,32.755,72.26,113.52,42.32,130.07,24.86,24.5744,78.83,801.94,36.41,26.9202,88.95,32.595,31.71,93.58,70.05,32.52,60.6601,43.6,57.315,17.5,39.72,40.75,34.46,99.74,35.11,62.3,85.98999999999998,61.09,57.485,38.995,62.465,19.955,62.62,55.33,4.2,36.195,71.25,24.8518,46.63,61.7,69.6225,197.49,68.86,39.66,30.1541,97.52,84.555,53.66,29.21,53.4901,44.33,4798.708
39.1,105.71,101.87,61.42,89.46,68.79,53.5,129.75,29.835,170.88,784.3242,43.2969,168.33,45.495,187.57,309.4,34.06,107.76,64.12,66.23,153.4035,31.49,28.945,45.3,56.13,25.27,51.46,81.86,82.21,32.755,72.29,114.09,42.27,130.29,25.02,24.705,78.95,803.11,36.515,26.94,89.32,32.725,31.835,93.6899,69.94,32.525,60.68,43.675,57.3969,17.48,39.625,40.6,34.4,99.89,35.035,62.665,86.01999999999998,61.14,57.46,39.145,62.56,19.705,62.76,55.28,4.205,36.1,71.24,24.89,46.66,61.75,69.4401,197.43,68.954,39.7,30.23,97.37,84.715,53.38,29.13,53.49,44.364,4806.1709999999985
39.35,105.52,101.88,61.41,89.47,68.81,53.5,130.06,29.79,170.97,784.06,43.3,168.38,45.39,187.5,307.73,34.08,107.65,64.14,66.16,153.47,31.47,28.95,45.36,56.16,25.38,51.6,81.84,82.15999999999998,32.7,72.11,114.07,42.17,130.27,25.04,24.75,78.98999999999998,802.84,36.44,26.86,89.18999999999998,32.65,31.78,93.57,70.03,32.47,60.66,43.64,57.43,17.45,39.65,40.57,34.4,99.66,35.06,62.64,85.89,61.07,57.48,39.27,62.69,19.59,62.72,55.3,4.195,36.31,71.43,24.95,46.71,61.8,69.38,197.36,68.99,39.51,30.19,97.31,84.67,53.47,29.26,53.39,44.36,4803.602
39.03,105.17,101.13,60.5297,88.255,68.58,53.57,128.59,29.25,169.25,778.1,42.88,164.82,44.495,183.08,300.35,33.8,106.65,63.62,65.59,151.745,31.295,28.54,44.92,56.16,25.03,50.77,81.82,81.54,32.47,71.43,113.21,41.6,128.78,24.575,24.24,78.84999999999998,798.8248999999997,36.32,26.59,87.98,32.45,31.48,92.59,68.85,32.07,59.73,43.175,57.38,17.365,38.86,40.29,34.52,98.88,34.76,61.71,83.72,60.44,57.04,38.53,61.76,19.46,61.82,54.87,4.17,37.47,68.44,24.745,45.66,62.84,68.7346,198.4,68.02,38.6,29.92,96.91,83.98,53.0711,28.64,53.12,43.84,4765.962
38.8435,104.5475,101.24,60.23,88.195,68.56,53.65,128.2905,29.175,168.62,774.46,42.805,163.27,44.65,182.3275,301.58,33.81,106.57,63.53,65.8,151.58,31.25,28.36,44.365,56.17,24.975,50.8,81.80249999999998,81.59,32.39,71.73,112.37,41.6,128.52,24.445,24.135,78.62999999999998,797.37,36.16,26.59,87.82,32.21,31.35,92.34,68.77,32.095,59.42,42.85,57.24,17.125,38.39,40.2,34.39,98.22,34.5,60.86,82.86499999999998,60.29,56.91,38.51,61.38,19.52,61.63,54.89,4.155,37.09,67.27,24.725,45.67,62.17,68.79,197.39,67.71,38.41,29.85,96.21,83.48789999999998,52.55,28.66,52.98,43.48,4750.221
38.51,103.8148,100.6,59.99,87.78,67.83,53.41,127.29,29.06,168.15,768.06,42.605,162.54,44.335,182.4,300.35,33.655,105.93,62.82,65.62,151.4325,31.1,28.25,44.13,55.795,24.8,50.22,82.29,81.01,32.36,71.57,112.53,41.48,127.81,24.3,24.01,78.56,796.38,35.95,26.56,87.4,32.0,31.11,92.14,68.32,31.98,59.12,42.955,56.91,16.98,38.2,40.06,34.28,97.69990000000004,34.33,60.51,81.97,60.05,56.67,38.3,60.86,19.455,61.6,54.72,4.155,36.63,67.16,24.485,45.17,62.48,68.8,196.79,67.46,38.04,29.72,95.49,83.01,51.91,28.58,52.7,43.22,4728.169
38.2901,103.704,100.14,59.85,87.48999999999998,67.53,53.1,127.02,28.995,168.02,766.2899999999997,42.54,162.26,44.13,182.524,300.2672,33.54,105.85,62.86,65.5531,151.47999999999996,31.02,28.16,43.98,55.67,24.67,49.89,81.891,80.7556,32.08,71.52,111.67,41.23,127.75,24.24,23.895,78.57,793.9489999999997,35.795,26.46,87.1599,31.81,30.93,91.88,67.69,32.0032,58.82,42.6499,56.81,16.905,38.14,40.073,34.3,97.0411,34.31,59.9165,81.68999999999998,59.81,56.56,38.32,60.86,19.445,61.36,54.57,4.13,36.21,66.96,24.445,44.97,61.885,68.52500000000002,196.3799,67.26000000000002,37.56,29.6682,95.19,83.22,51.62,28.66,52.57,43.09,4717.133
38.45,103.59,100.15,59.7099,87.40999999999998,67.41,52.89,126.79,28.82,168.01,766.6207,42.5,161.49,43.86,182.465,299.2,33.42,105.42,62.66,65.59,151.19,30.9799,28.15,44.15,55.375,24.755,49.97,81.79999999999998,80.65,32.05,71.39,111.64,40.99,128.1302,24.26,23.85,78.53,793.22,35.6768,26.4792,86.6302,31.64,30.79,91.49,67.40000000000002,31.88,58.6,42.47,56.7368,16.79,38.06,39.89,34.2934,97.3899,34.28,59.69,81.71,59.69,56.5,38.01,60.63,19.45,61.18,54.46,4.11,36.245,67.2086,24.54,44.94,62.23,68.235,195.7,66.90000000000002,37.64,29.7901,94.5,83.025,51.825,28.64,52.36,43.03,4709.41
38.62,103.88,100.02,59.95,87.17,67.37,52.82,126.32,28.98,167.75,765.9099999999999,42.6,161.92,43.75,183.22,298.78,33.215,105.34,62.5193,65.415,151.1,31.03,28.11,44.31,55.48,24.67,49.99,81.87999999999998,80.43999999999998,32.03,71.49,111.84,40.785,127.79,24.265,23.76,78.52899999999998,791.35,35.7101,26.49,86.58,31.72,30.86,91.65,67.55,31.855,58.72,42.39,56.69,16.925,38.4,40.11,34.495,97.27,34.465,59.92,81.875,59.505,56.49,38.145,60.8752,19.485,61.07,54.62,4.115,36.15,67.49,24.6,44.81,62.25,68.16,194.85,67.06,37.46,29.765,94.22,83.29999999999998,51.94,28.63,52.28,43.11,4710.052
37.37,104.235,99.34,59.425,86.84,66.07,52.65,126.05,29.025,169.68,763.2,42.285,163.4,43.45,180.5965,296.57,32.82,105.31,62.01,65.36,151.44,30.87,28.305,43.31,55.44,24.56,49.69,81.65999999999998,79.84999999999998,31.96,70.98,111.585,40.59,126.76,24.28,23.71,78.4901,789.22,35.38,26.1,86.75,31.99,31.13,91.41,67.7,31.51,58.76,42.21,56.18,16.6686,38.26,40.38,34.31,97.58,34.035,59.28,82.04,59.11,56.08,38.08,60.63,19.46,61.07,54.13,4.1,35.52,66.86,24.38,45.0,62.1,69.08,197.14,66.87,37.31,30.04,94.62,82.98999999999998,50.77,28.12,52.14,42.82,4696.473
37.61,104.6,99.73,59.85,86.98999999999998,66.95,52.85,126.56,29.232,170.68,766.81,42.435,164.03,43.41,183.26,298.345,32.879,105.84,62.15,65.33,150.625,30.95,28.57,43.975,55.755,24.72,50.18,81.65999999999998,79.68999999999998,32.135,71.15000000000002,111.92,40.3401,127.67,24.35,23.7699,78.33,793.6391,35.611,26.05,87.14,32.61,31.67,91.915,67.92,31.56,59.07,42.51,56.395,16.9043,38.29,40.6651,34.53,97.9,34.4,59.75,83.025,59.02,56.25,38.34,60.995,19.4,61.16,53.975,4.115,36.05,67.465,24.56,45.02,62.71,68.83,198.0,67.07,37.5,30.14,95.63,82.93,51.39,28.13,52.25,43.03,4716.552
37.75,104.53,99.91,60.0,87.26,67.17,52.96,127.795,29.385,170.82,767.8999999999999,42.67,164.01,43.64,183.53,301.15,33.075,106.2,62.29,65.545,150.59,31.095,28.58,44.12,55.89,24.825,50.69,81.59,80.09999999999998,32.34,71.44,112.29,40.57,127.97,24.365,23.77,78.54999999999998,795.6599999999999,35.66,26.27,87.42,32.86,31.86,92.6,68.2,31.53,59.36,42.715,56.435,17.1008,38.45,40.99,34.85,98.0,34.67,59.77,82.76999999999998,59.43,56.47,38.43,61.225,19.405,61.48,54.21,4.125,36.24,67.92,24.61,45.36,63.06,69.05,201.2,67.171,37.81,30.1366,96.78,83.0601,51.9299,28.38,52.47,43.21,4728.191
